text,coding,round,recipient,sender.id,sender.name,treatment,direction,gameID,guess.x,confidence.x,nRabbits.x,nSquirrels.x,nCritters.x,mleEstimate.x,nSquirrelsGame.x,nRabbitsGame.x,mleGame.x,entropy.x,representation.x,designatedGame.x,entropy_bin.x,representation_bin.x,nCrittersGame_bin.x,error.x,guess.y,confidence.y,nRabbits.y,nSquirrels.y,nCritters.y,mleEstimate.y,nSquirrelsGame.y,nRabbitsGame.y,mleGame.y,entropy.y,representation.y,designatedGame.y,entropy_bin.y,representation_bin.y,nCrittersGame_bin.y,error.y
2 squirrels,pn,8,01JGQPWM0V5M1NJWQK47J39H8W,01JGQNBKH27386NXFVWD4MBGGV,player 1,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,9,94,0,2,2,0,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",65.19,9,94,0,2,2,0,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",65.19
4 squirrels 12 bunnies,pn,8,01JGQPJAGAPG5ENGBHG61QQ493,01JGQPKK0NF9CAQ0E9KV6SEWAM,player 3,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,92,92,12,4,16,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",17.81,92,92,12,4,16,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",17.81
i had all rabbits in my yard,pb,1,01JGQQ80AF4F4YHN4G9YTKY04C,01JGQPQE31959EVYMQCB22QPDV,player 2,interactive,SR,01JGQN6GK1YC028VN449S35EYW,90,74,7,0,7,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",15,90,74,7,0,7,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",15
I'm looking out my window and I see 2 rabbits!,pn,1,01JGQPHRPETDTTP35SN5SZXH8A,01JGQQ7N6308CQVSKKF5QBVXWY,player 3,interactive,SR,01JGQN6GK1YC028VN449S35EYW,100,100,2,0,2,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",25,100,100,2,0,2,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",25
In my yard I just saw 3 rabbits and 2 squirrels,pn,1,01JGQPQE31959EVYMQCB22QPDV,01JGQQ80AF4F4YHN4G9YTKY04C,player 4,interactive,SR,01JGQN6GK1YC028VN449S35EYW,77,71,3,2,5,0.6,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",2,77,71,3,2,5,0.6,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",2
I am looking out my window and only see 2 rabbits!,pn,2,01JGQPQE31959EVYMQCB22QPDV,01JGQQ7N6308CQVSKKF5QBVXWY,player 3,interactive,SR,01JGQN6GK1YC028VN449S35EYW,70,78,2,0,2,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",5,70,78,2,0,2,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",5
i had 7 rabbits no squirrels,pn,2,01JGQPHRPETDTTP35SN5SZXH8A,01JGQPQE31959EVYMQCB22QPDV,player 2,interactive,SR,01JGQN6GK1YC028VN449S35EYW,93,84,7,0,7,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",18,93,84,7,0,7,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",18
In my yard there's 3 rabbits and 2 squirrels,pn,2,01JGQQ7N6308CQVSKKF5QBVXWY,01JGQQ80AF4F4YHN4G9YTKY04C,player 4,interactive,SR,01JGQN6GK1YC028VN449S35EYW,67,23,3,2,5,0.6,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",8,67,23,3,2,5,0.6,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",8
i had 7 rabbits no squirrels,pn,3,01JGQQ7N6308CQVSKKF5QBVXWY,01JGQPQE31959EVYMQCB22QPDV,player 2,interactive,SR,01JGQN6GK1YC028VN449S35EYW,90,86,7,0,7,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",15,90,86,7,0,7,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",15
I only see 2 rabbits in my yeard,pn,3,01JGQQ80AF4F4YHN4G9YTKY04C,01JGQQ7N6308CQVSKKF5QBVXWY,player 3,interactive,SR,01JGQN6GK1YC028VN449S35EYW,80,81,2,0,2,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",5,80,81,2,0,2,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",5
In my yard there's 3 rabbits and 2 squirrels,pn,3,01JGQPHRPETDTTP35SN5SZXH8A,01JGQQ80AF4F4YHN4G9YTKY04C,player 4,interactive,SR,01JGQN6GK1YC028VN449S35EYW,80,73,3,2,5,0.6,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",5,80,73,3,2,5,0.6,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",5
I see 2 squirrels,pn,3,01JGQPQE31959EVYMQCB22QPDV,01JGQPHRPETDTTP35SN5SZXH8A,player 1,interactive,SR,01JGQN6GK1YC028VN449S35EYW,31,71,0,2,2,0,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",44,31,71,0,2,2,0,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",44
i had 7 rabbits no squirrels,pn,4,01JGQQ80AF4F4YHN4G9YTKY04C,01JGQPQE31959EVYMQCB22QPDV,player 2,interactive,SR,01JGQN6GK1YC028VN449S35EYW,90,94,7,0,7,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",15,90,94,7,0,7,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",15
In my yard there's 3 rabbits and 2 squirrels,pn,4,01JGQPQE31959EVYMQCB22QPDV,01JGQQ80AF4F4YHN4G9YTKY04C,player 4,interactive,SR,01JGQN6GK1YC028VN449S35EYW,82,77,3,2,5,0.6,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",7,82,77,3,2,5,0.6,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",7
I see 2 rabbits in my yard,pn,4,01JGQPHRPETDTTP35SN5SZXH8A,01JGQQ7N6308CQVSKKF5QBVXWY,player 3,interactive,SR,01JGQN6GK1YC028VN449S35EYW,50,72,2,0,2,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",25,50,72,2,0,2,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",25
2 squirrels,pn,4,01JGQQ7N6308CQVSKKF5QBVXWY,01JGQPHRPETDTTP35SN5SZXH8A,player 1,interactive,SR,01JGQN6GK1YC028VN449S35EYW,50,67,0,2,2,0,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",25,50,67,0,2,2,0,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",25
i had 7 rabbits no squirrels,pn,5,01JGQPHRPETDTTP35SN5SZXH8A,01JGQPQE31959EVYMQCB22QPDV,player 2,interactive,SR,01JGQN6GK1YC028VN449S35EYW,90,85,7,0,7,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",15,90,85,7,0,7,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",15
In my yard there's 3 rabbits and 2 squirrels,pn,5,01JGQQ7N6308CQVSKKF5QBVXWY,01JGQQ80AF4F4YHN4G9YTKY04C,player 4,interactive,SR,01JGQN6GK1YC028VN449S35EYW,73,69,3,2,5,0.6,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",2,73,69,3,2,5,0.6,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",2
Only 2 squirrels,pn,5,01JGQQ80AF4F4YHN4G9YTKY04C,01JGQPHRPETDTTP35SN5SZXH8A,player 1,interactive,SR,01JGQN6GK1YC028VN449S35EYW,70,80,0,2,2,0,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",5,70,80,0,2,2,0,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",5
I see 2 rabbits,pn,5,01JGQPQE31959EVYMQCB22QPDV,01JGQQ7N6308CQVSKKF5QBVXWY,player 3,interactive,SR,01JGQN6GK1YC028VN449S35EYW,77,75,2,0,2,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",2,77,75,2,0,2,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",2
i had 7 rabbits no squirrels,pn,6,01JGQQ7N6308CQVSKKF5QBVXWY,01JGQPQE31959EVYMQCB22QPDV,player 2,interactive,SR,01JGQN6GK1YC028VN449S35EYW,90,81,7,0,7,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",15,90,81,7,0,7,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",15
In my yard there's 3 rabbits and 2 squirrels,pn,6,01JGQPHRPETDTTP35SN5SZXH8A,01JGQQ80AF4F4YHN4G9YTKY04C,player 4,interactive,SR,01JGQN6GK1YC028VN449S35EYW,67,74,3,2,5,0.6,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",8,67,74,3,2,5,0.6,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",8
i see 2 rabbits,pn,6,01JGQQ80AF4F4YHN4G9YTKY04C,01JGQQ7N6308CQVSKKF5QBVXWY,player 3,interactive,SR,01JGQN6GK1YC028VN449S35EYW,96,88,2,0,2,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",21,96,88,2,0,2,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",21
Still only 2 squirrels,pn,6,01JGQPQE31959EVYMQCB22QPDV,01JGQPHRPETDTTP35SN5SZXH8A,player 1,interactive,SR,01JGQN6GK1YC028VN449S35EYW,43,73,0,2,2,0,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",32,43,73,0,2,2,0,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",32
In my yard there's 3 rabbits and 2 squirrels,pn,7,01JGQPQE31959EVYMQCB22QPDV,01JGQQ80AF4F4YHN4G9YTKY04C,player 4,interactive,SR,01JGQN6GK1YC028VN449S35EYW,75,75,3,2,5,0.6,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",0,75,75,3,2,5,0.6,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",0
what ratio did you pick,sbq,7,01JGQQ80AF4F4YHN4G9YTKY04C,01JGQPQE31959EVYMQCB22QPDV,player 2,interactive,SR,01JGQN6GK1YC028VN449S35EYW,75,71,7,0,7,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",0,75,71,7,0,7,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",0
Just 2 squirrels,pn,7,01JGQQ7N6308CQVSKKF5QBVXWY,01JGQPHRPETDTTP35SN5SZXH8A,player 1,interactive,SR,01JGQN6GK1YC028VN449S35EYW,50,78,0,2,2,0,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",25,50,78,0,2,2,0,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",25
I see 2 rabbits,pn,7,01JGQPHRPETDTTP35SN5SZXH8A,01JGQQ7N6308CQVSKKF5QBVXWY,player 3,interactive,SR,01JGQN6GK1YC028VN449S35EYW,69,84,2,0,2,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",6,69,84,2,0,2,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",6
75 rabbits,sb,7,01JGQPQE31959EVYMQCB22QPDV,01JGQQ80AF4F4YHN4G9YTKY04C,player 4,interactive,SR,01JGQN6GK1YC028VN449S35EYW,75,75,3,2,5,0.6,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",0,75,75,3,2,5,0.6,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",0
what ratio,sb,8,01JGQPHRPETDTTP35SN5SZXH8A,01JGQPQE31959EVYMQCB22QPDV,player 2,interactive,SR,01JGQN6GK1YC028VN449S35EYW,75,92,7,0,7,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",0,75,92,7,0,7,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",0
So if everyone is honest we are looking at more rabbits than squirrels yes?,sb,8,01JGQQ7N6308CQVSKKF5QBVXWY,01JGQQ80AF4F4YHN4G9YTKY04C,player 4,interactive,SR,01JGQN6GK1YC028VN449S35EYW,67,76,3,2,5,0.6,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",8,67,76,3,2,5,0.6,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",8
Again only 2 squirrels,pn,8,01JGQQ80AF4F4YHN4G9YTKY04C,01JGQPHRPETDTTP35SN5SZXH8A,player 1,interactive,SR,01JGQN6GK1YC028VN449S35EYW,0,84,0,2,2,0,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",75,0,84,0,2,2,0,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",75
I see 2 rabbits!,pn,8,01JGQPQE31959EVYMQCB22QPDV,01JGQQ7N6308CQVSKKF5QBVXWY,player 3,interactive,SR,01JGQN6GK1YC028VN449S35EYW,93,85,2,0,2,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",18,93,85,2,0,2,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",18
what ratio did you pick,sbq,8,01JGQPHRPETDTTP35SN5SZXH8A,01JGQPQE31959EVYMQCB22QPDV,player 2,interactive,SR,01JGQN6GK1YC028VN449S35EYW,75,92,7,0,7,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",0,75,92,7,0,7,1,4,12,0.75,1.245,0.35,8743,"1.1,1.4","0.24,0.36","15,20",0
I have 4 rabbits and 2 squirrels,pn,1,01JGQPN09AHYWZ03G1WBFBNCVK,01JGQPVSJ4TWJM4WKH9D53HQD4,player 4,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,NA,NA,4,2,6,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",NA,NA,NA,4,2,6,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",NA
7 rabbits 3 squirrels,pn,1,01JGQPPMF5QJ1EFZQVBR5NZ218,01JGQPJ3Q65M4S5MXAGD88FY5P,player 1,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,NA,NA,7,3,10,0.7,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",NA,NA,NA,7,3,10,0.7,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",NA
i saw 11 rabbits and 2 squirrels,pn,1,01JGQPVSJ4TWJM4WKH9D53HQD4,01JGQPN09AHYWZ03G1WBFBNCVK,player 2,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,79,94,11,2,13,0.846153846153846,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",5.31999999999999,79,94,11,2,13,0.846153846153846,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",5.31999999999999
7 rabbits 3 squirrels,pn,2,01JGQPVSJ4TWJM4WKH9D53HQD4,01JGQPJ3Q65M4S5MXAGD88FY5P,player 1,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,55,66,7,3,10,0.7,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",18.68,55,66,7,3,10,0.7,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",18.68
I have 4 rabbits and 2 sqs.,pn,2,01JGQPPMF5QJ1EFZQVBR5NZ218,01JGQPVSJ4TWJM4WKH9D53HQD4,player 4,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,68,86,4,2,6,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",5.68000000000001,68,86,4,2,6,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",5.68000000000001
i saw 11 rabbits and 2 squirrels.,pn,2,01JGQPJ3Q65M4S5MXAGD88FY5P,01JGQPN09AHYWZ03G1WBFBNCVK,player 2,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,81,92,11,2,13,0.846153846153846,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",7.31999999999999,81,92,11,2,13,0.846153846153846,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",7.31999999999999
I have 4 rabs 2 sqs,pn,3,01JGQPJ3Q65M4S5MXAGD88FY5P,01JGQPVSJ4TWJM4WKH9D53HQD4,player 4,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,68,22,4,2,6,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",5.68000000000001,68,22,4,2,6,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",5.68000000000001
you?,q,3,01JGQPJ3Q65M4S5MXAGD88FY5P,01JGQPVSJ4TWJM4WKH9D53HQD4,player 4,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,68,22,4,2,6,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",5.68000000000001,68,22,4,2,6,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",5.68000000000001
i saw 11 rabbits and 2 squirrels.,pn,3,01JGQPPMF5QJ1EFZQVBR5NZ218,01JGQPN09AHYWZ03G1WBFBNCVK,player 2,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,81,97,11,2,13,0.846153846153846,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",7.31999999999999,81,97,11,2,13,0.846153846153846,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",7.31999999999999
4 rabs 2 sqs,pn,4,01JGQPN09AHYWZ03G1WBFBNCVK,01JGQPVSJ4TWJM4WKH9D53HQD4,player 4,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,79,73,4,2,6,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",5.31999999999999,79,73,4,2,6,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",5.31999999999999
you?,q,4,01JGQPN09AHYWZ03G1WBFBNCVK,01JGQPVSJ4TWJM4WKH9D53HQD4,player 4,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,79,73,4,2,6,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",5.31999999999999,79,73,4,2,6,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",5.31999999999999
"I have 3  squirrels,  rabbits",pn,4,01JGQPJ3Q65M4S5MXAGD88FY5P,01JGQPPMF5QJ1EFZQVBR5NZ218,player 3,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,34,75,6,3,9,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",39.68,34,75,6,3,9,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",39.68
11 nrabbits 2 squirrels,pn,4,01JGQPVSJ4TWJM4WKH9D53HQD4,01JGQPN09AHYWZ03G1WBFBNCVK,player 2,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,81,99,11,2,13,0.846153846153846,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",7.31999999999999,81,99,11,2,13,0.846153846153846,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",7.31999999999999
"4 rabs, 2 sqs",pn,5,01JGQPPMF5QJ1EFZQVBR5NZ218,01JGQPVSJ4TWJM4WKH9D53HQD4,player 4,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,68,74,4,2,6,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",5.68000000000001,68,74,4,2,6,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",5.68000000000001
7 rabbits 3 squirrels,pn,5,01JGQPVSJ4TWJM4WKH9D53HQD4,01JGQPJ3Q65M4S5MXAGD88FY5P,player 1,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,66,56,7,3,10,0.7,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",7.68000000000001,66,56,7,3,10,0.7,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",7.68000000000001
"11 rabbits, 2 squirrels.",pn,5,01JGQPJ3Q65M4S5MXAGD88FY5P,01JGQPN09AHYWZ03G1WBFBNCVK,player 2,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,79,80,11,2,13,0.846153846153846,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",5.31999999999999,79,80,11,2,13,0.846153846153846,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",5.31999999999999
"I have 3 squirrels, 6 rabbits",pn,5,01JGQPN09AHYWZ03G1WBFBNCVK,01JGQPPMF5QJ1EFZQVBR5NZ218,player 3,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,35,75,6,3,9,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",38.68,35,75,6,3,9,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",38.68
4 rabs 2 sqs,pn,6,01JGQPJ3Q65M4S5MXAGD88FY5P,01JGQPVSJ4TWJM4WKH9D53HQD4,player 4,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,67,74,4,2,6,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",6.68000000000001,67,74,4,2,6,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",6.68000000000001
7 rabbits 3 squirrels,pn,6,01JGQPN09AHYWZ03G1WBFBNCVK,01JGQPJ3Q65M4S5MXAGD88FY5P,player 1,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,66,59,7,3,10,0.7,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",7.68000000000001,66,59,7,3,10,0.7,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",7.68000000000001
11 rabbits and 2 squirrels.,pn,6,01JGQPPMF5QJ1EFZQVBR5NZ218,01JGQPN09AHYWZ03G1WBFBNCVK,player 2,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,72,67,11,2,13,0.846153846153846,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",1.68000000000001,72,67,11,2,13,0.846153846153846,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",1.68000000000001
"3 squirrels, 6 rabbits",pn,6,01JGQPVSJ4TWJM4WKH9D53HQD4,01JGQPPMF5QJ1EFZQVBR5NZ218,player 3,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,83,53,6,3,9,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",9.31999999999999,83,53,6,3,9,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",9.31999999999999
7 rabbits 3 squirrels,pn,7,01JGQPPMF5QJ1EFZQVBR5NZ218,01JGQPJ3Q65M4S5MXAGD88FY5P,player 1,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,65,56,7,3,10,0.7,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",8.68000000000001,65,56,7,3,10,0.7,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",8.68000000000001
"3 squirrels, 6 rabbits",pn,7,01JGQPJ3Q65M4S5MXAGD88FY5P,01JGQPPMF5QJ1EFZQVBR5NZ218,player 3,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,70,80,6,3,9,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",3.68000000000001,70,80,6,3,9,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",3.68000000000001
4 rabs 2 sq,pn,7,01JGQPN09AHYWZ03G1WBFBNCVK,01JGQPVSJ4TWJM4WKH9D53HQD4,player 4,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,80,78,4,2,6,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",6.31999999999999,80,78,4,2,6,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",6.31999999999999
11 rabbits and 2 squirrels.,pn,7,01JGQPVSJ4TWJM4WKH9D53HQD4,01JGQPN09AHYWZ03G1WBFBNCVK,player 2,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,68,100,11,2,13,0.846153846153846,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",5.68000000000001,68,100,11,2,13,0.846153846153846,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",5.68000000000001
4 rabs 2 sqs,pn,8,01JGQPPMF5QJ1EFZQVBR5NZ218,01JGQPVSJ4TWJM4WKH9D53HQD4,player 4,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,68,75,4,2,6,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",5.68000000000001,68,75,4,2,6,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",5.68000000000001
3 squirrels 6 rabbits,pn,8,01JGQPN09AHYWZ03G1WBFBNCVK,01JGQPPMF5QJ1EFZQVBR5NZ218,player 3,interactive,SR,01JGQN6HRV9WC2S1SA1FKCNRW7,67,77,6,3,9,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",6.68000000000001,67,77,6,3,9,0.666666666666667,10,28,0.7368,1.3509,0.0716,780,"1.4,1.6","0,0.12","35,40",6.68000000000001
